order_id,order_timestamp,order_date,year,quarter,month,region,country,currency,customer_name,customer_segment,customer_tier,customer_is_active,product_category,units_sold,gross_revenue_usd,discount_amount_usd,net_revenue_usd,total_cost_usd,gross_margin_usd,gross_margin_pct,material_cost_usd,shipping_cost_usd,tariff_cost_usd,overhead_cost_usd,carrier,month_name
2680,2025-06-05 18:06:15,2025-06-05,2025,Q2,06,North America,Canada,CAD,Customer Corp 064,SMB,Tier 2,1,Cloud Hardware,22,39084.01,2122.22,36961.79,22812.61,14149.18,38.28,15954.96,3040.68,1225.21,2591.76,UPS Supply Chain,Jun
2683,2025-06-05 18:49:53,2025-06-05,2025,Q2,06,LATAM,Brazil,BRL,Customer Corp 130,Mid-Market,Tier 1,0,Cloud Hardware,25,54997.64,1242.57,53755.07,31594.149999999998,22160.920000000002,41.23,22674.85,4864.14,1162.75,2892.41,UPS Supply Chain,Jun
2676,2025-06-05 18:58:50,2025-06-05,2025,Q2,06,North America,Canada,CAD,Customer Corp 068,SMB,Tier 1,1,Edge Gateways,20,29091.43,1978.36,27113.07,17411.489999999998,9701.580000000002,35.78,12292.21,2428.02,785.93,1905.33,UPS Supply Chain,Jun
2689,2025-06-06 08:00:56,2025-06-06,2025,Q2,06,APAC,Singapore,SGD,Customer Corp 108,Enterprise,Tier 1,1,Network Switches,3,5839.71,258.76,5580.95,3561.8799999999997,2019.0700000000002,36.18,2530.95,499.06,127.69,404.18,DHL Global,Jun
2691,2025-06-06 08:40:55,2025-06-06,2025,Q2,06,APAC,Singapore,SGD,Customer Corp 099,SMB,Tier 1,1,Network Switches,7,17164.88,719.18,16445.7,10642.65,5803.050000000001,35.29,7363.47,1769.09,404.44,1105.65,DHL Global,Jun
2695,2025-06-06 11:00:20,2025-06-06,2025,Q2,06,Europe,France,EUR,Customer Corp 081,Enterprise,Tier 1,1,Cloud Hardware,21,24702.47,915.62,23786.85,14480.52,9306.329999999998,39.12,10620.39,1572.13,582.43,1705.57,DB Schenker,Jun
2700,2025-06-06 11:56:24,2025-06-06,2025,Q2,06,North America,Canada,CAD,Customer Corp 015,Mid-Market,Tier 2,0,Edge Gateways,20,18854.72,805.2,18049.52,11205.4,6844.120000000001,37.92,8052.7,1527.78,619.99,1004.93,FedEx Express,Jun
2696,2025-06-06 12:14:28,2025-06-06,2025,Q2,06,North America,Canada,CAD,Customer Corp 124,Mid-Market,Tier 2,1,Edge Gateways,8,12730.29,919.52,11810.77,7026.5199999999995,4784.250000000001,40.51,4726.36,970.47,448.74,880.95,FedEx Express,Jun
2701,2025-06-06 12:59:55,2025-06-06,2025,Q2,06,APAC,Singapore,SGD,Customer Corp 074,SMB,Tier 2,1,Cloud Hardware,18,32826.04,2264.91,30561.13,19122.3,11438.830000000002,37.43,13549.61,3179.67,825.39,1567.63,DHL Global,Jun
2688,2025-06-06 13:21:09,2025-06-06,2025,Q2,06,Europe,Netherlands,EUR,Customer Corp 057,SMB,Tier 1,1,Enterprise Storage,4,9349.43,730.02,8619.41,4998.54,3620.87,42.01,3623.47,634.48,303.89,436.7,Hapag-Lloyd,Jun
2694,2025-06-06 16:02:49,2025-06-06,2025,Q2,06,LATAM,Brazil,BRL,Customer Corp 029,Enterprise,Tier 3,1,Cloud Hardware,6,12151.59,465.1,11686.49,7378.659999999999,4307.830000000001,36.86,5274.95,1041.77,248.87,813.07,DHL Global,Jun
2690,2025-06-06 16:05:54,2025-06-06,2025,Q2,06,APAC,Japan,JPY,Customer Corp 092,SMB,Tier 1,1,Enterprise Storage,3,4573.96,92.23,4481.73,2617.06,1864.6699999999996,41.61,1917.02,369.73,96.0,234.31,FedEx Express,Jun
2698,2025-06-06 16:06:29,2025-06-06,2025,Q2,06,APAC,Australia,AUD,Customer Corp 044,Enterprise,Tier 2,1,Network Switches,8,18917.79,1090.71,17827.08,11021.6,6805.480000000001,38.17,7735.6,1626.25,516.66,1143.09,DHL Global,Jun
2692,2025-06-06 17:18:12,2025-06-06,2025,Q2,06,North America,United States,USD,Customer Corp 095,Enterprise,Tier 1,1,Edge Gateways,25,44767.37,1754.0,43013.37,26003.360000000004,17010.01,39.55,17416.72,4167.63,1144.88,3274.13,FedEx Express,Jun
2693,2025-06-06 18:21:47,2025-06-06,2025,Q2,06,Europe,France,EUR,Customer Corp 038,Mid-Market,Tier 3,1,Network Switches,3,3154.32,96.52,3057.8,1873.76,1184.0400000000002,38.72,1348.5,241.08,93.47,190.71,Hapag-Lloyd,Jun
2697,2025-06-06 19:55:39,2025-06-06,2025,Q2,06,Europe,Germany,EUR,Customer Corp 115,Enterprise,Tier 2,0,Network Switches,5,10683.46,220.54,10462.92,6356.71,4106.21,39.25,4792.01,734.81,222.13,607.76,Maersk Freight,Jun
2699,2025-06-06 20:44:04,2025-06-06,2025,Q2,06,LATAM,Brazil,BRL,Customer Corp 097,Enterprise,Tier 3,1,Enterprise Storage,13,11213.5,630.85,10582.65,6649.360000000001,3933.289999999999,37.17,4546.46,922.48,416.51,763.91,DHL Global,Jun
2717,2025-06-07 09:28:41,2025-06-07,2025,Q2,06,LATAM,Brazil,BRL,Customer Corp 171,Mid-Market,Tier 3,1,Network Switches,11,22750.36,621.84,22128.52,13862.09,8266.43,37.36,9157.79,2154.66,796.91,1752.73,FedEx Express,Jun
2712,2025-06-07 10:22:09,2025-06-07,2025,Q2,06,LATAM,Brazil,BRL,Customer Corp 158,Enterprise,Tier 1,1,Edge Gateways,22,38172.47,1258.53,36913.94,22511.46,14402.480000000003,39.02,15286.5,3785.59,1165.51,2273.86,UPS Supply Chain,Jun
2716,2025-06-07 10:25:37,2025-06-07,2025,Q2,06,Europe,Germany,EUR,Customer Corp 044,Enterprise,Tier 2,1,Network Switches,21,40916.66,2722.31,38194.35,23323.24,14871.109999999997,38.94,17468.81,2505.13,1149.02,2200.28,DHL Global,Jun
2715,2025-06-07 10:27:44,2025-06-07,2025,Q2,06,North America,Canada,CAD,Customer Corp 011,SMB,Tier 3,1,Enterprise Storage,18,18457.7,1252.73,17204.97,10799.23,6405.740000000002,37.23,7629.06,1639.51,423.98,1106.68,UPS Supply Chain,Jun
2705,2025-06-07 10:31:44,2025-06-07,2025,Q2,06,LATAM,Brazil,BRL,Customer Corp 001,Mid-Market,Tier 2,1,Cloud Hardware,20,25463.5,1382.83,24080.67,15325.18,8755.489999999998,36.36,10809.21,2556.66,706.7,1252.61,FedEx Express,Jun
2702,2025-06-07 14:11:55,2025-06-07,2025,Q2,06,North America,Canada,CAD,Customer Corp 039,Mid-Market,Tier 2,1,Network Switches,13,20722.57,1239.97,19482.6,12770.07,6712.529999999999,34.45,8789.57,1700.76,726.7,1553.04,FedEx Express,Jun
2713,2025-06-07 15:07:36,2025-06-07,2025,Q2,06,Europe,Germany,EUR,Customer Corp 198,SMB,Tier 2,1,Cloud Hardware,21,23945.25,1480.34,22464.91,13912.550000000003,8552.359999999997,38.07,10188.37,1605.02,708.96,1410.2,Maersk Freight,Jun
2714,2025-06-07 15:35:13,2025-06-07,2025,Q2,06,LATAM,Brazil,BRL,Customer Corp 023,Enterprise,Tier 2,1,Enterprise Storage,20,35556.66,1160.89,34395.77,20670.06,13725.709999999995,39.91,14251.49,3540.69,1119.32,1758.56,FedEx Express,Jun
2711,2025-06-07 17:15:23,2025-06-07,2025,Q2,06,APAC,Australia,AUD,Customer Corp 093,SMB,Tier 2,1,Cloud Hardware,19,19422.18,520.13,18902.05,11822.1,7079.949999999999,37.46,8385.26,1795.2,547.89,1093.75,UPS Supply Chain,Jun
2708,2025-06-07 18:07:37,2025-06-07,2025,Q2,06,North America,United States,USD,Customer Corp 103,SMB,Tier 3,1,Enterprise Storage,2,4878.08,229.15,4648.93,2966.86,1682.0700000000002,36.18,2036.9,436.74,126.64,366.58,DHL Global,Jun
2710,2025-06-07 18:30:12,2025-06-07,2025,Q2,06,LATAM,Brazil,BRL,Customer Corp 172,Enterprise,Tier 3,1,Network Switches,13,11391.93,566.85,10825.08,6402.1900000000005,4422.889999999999,40.86,4398.78,1036.48,274.02,692.91,DHL Global,Jun
2709,2025-06-07 19:33:50,2025-06-07,2025,Q2,06,Europe,United Kingdom,GBP,Customer Corp 043,Mid-Market,Tier 2,1,Cloud Hardware,13,29523.59,2187.54,27336.05,15726.010000000002,11610.039999999997,42.47,11131.45,2293.83,766.1,1534.63,DB Schenker,Jun
2706,2025-06-07 20:03:05,2025-06-07,2025,Q2,06,Europe,United Kingdom,GBP,Customer Corp 104,SMB,Tier 2,1,Cloud Hardware,13,30932.37,2107.61,28824.76,17887.72,10937.039999999997,37.94,12683.43,2465.5,844.53,1894.26,DB Schenker,Jun
2703,2025-06-07 20:08:59,2025-06-07,2025,Q2,06,APAC,Singapore,SGD,Customer Corp 004,SMB,Tier 1,1,Edge Gateways,15,15753.73,1205.28,14548.45,8580.82,5967.630000000001,41.02,5978.5,1343.11,483.49,775.72,FedEx Express,Jun
2704,2025-06-07 20:14:27,2025-06-07,2025,Q2,06,APAC,Japan,JPY,Customer Corp 162,Enterprise,Tier 2,1,Cloud Hardware,5,8769.46,445.07,8324.39,5420.88,2903.5099999999993,34.88,3761.85,887.25,170.88,600.9,DHL Global,Jun
2718,2025-06-07 20:41:41,2025-06-07,2025,Q2,06,APAC,Australia,AUD,Customer Corp 118,Mid-Market,Tier 3,1,Enterprise Storage,12,28075.58,575.11,27500.47,16750.739999999998,10749.730000000003,39.09,11403.28,2508.2,927.13,1912.13,UPS Supply Chain,Jun
2707,2025-06-07 20:47:38,2025-06-07,2025,Q2,06,LATAM,Brazil,BRL,Customer Corp 072,Enterprise,Tier 1,0,Enterprise Storage,6,11916.14,600.47,11315.67,7203.110000000001,4112.5599999999995,36.34,5124.37,1125.05,353.77,599.92,UPS Supply Chain,Jun
2728,2025-06-08 08:31:53,2025-06-08,2025,Q2,06,Europe,United Kingdom,GBP,Customer Corp 001,Mid-Market,Tier 2,1,Cloud Hardware,9,12427.74,435.46,11992.28,7136.85,4855.43,40.49,5077.09,924.47,280.53,854.76,Maersk Freight,Jun
2719,2025-06-08 10:42:19,2025-06-08,2025,Q2,06,North America,Canada,CAD,Customer Corp 081,Enterprise,Tier 1,1,Enterprise Storage,24,46134.8,2928.92,43205.88,26577.370000000003,16628.509999999995,38.49,19306.91,3120.54,1260.47,2889.45,FedEx Express,Jun
2723,2025-06-08 12:09:54,2025-06-08,2025,Q2,06,APAC,Japan,JPY,Customer Corp 005,Enterprise,Tier 1,1,Edge Gateways,9,19042.36,1042.62,17999.74,11107.279999999999,6892.460000000003,38.29,8189.02,1476.41,398.21,1043.64,DHL Global,Jun
2727,2025-06-08 12:26:10,2025-06-08,2025,Q2,06,Europe,France,EUR,Customer Corp 165,Mid-Market,Tier 1,1,Enterprise Storage,11,24537.22,1784.53,22752.69,13405.990000000002,9346.699999999997,41.08,9321.37,1985.35,833.74,1265.53,Hapag-Lloyd,Jun
2729,2025-06-08 12:30:43,2025-06-08,2025,Q2,06,APAC,Singapore,SGD,Customer Corp 022,Mid-Market,Tier 1,1,Network Switches,23,29938.56,1094.9,28843.66,17930.78,10912.880000000001,37.83,12200.33,3108.7,1125.87,1495.88,DHL Global,Jun
2726,2025-06-08 13:25:03,2025-06-08,2025,Q2,06,APAC,Australia,AUD,Customer Corp 054,Mid-Market,Tier 1,1,Edge Gateways,18,41564.81,1024.73,40540.08,23780.28,16759.800000000003,41.34,16432.89,3607.54,841.27,2898.58,FedEx Express,Jun
2721,2025-06-08 13:26:11,2025-06-08,2025,Q2,06,Europe,United Kingdom,GBP,Customer Corp 118,Mid-Market,Tier 3,1,Cloud Hardware,21,26498.76,585.05,25913.71,15968.210000000001,9945.499999999998,38.38,11589.47,1905.21,882.01,1591.52,Hapag-Lloyd,Jun
2725,2025-06-08 13:28:20,2025-06-08,2025,Q2,06,APAC,Australia,AUD,Customer Corp 130,Mid-Market,Tier 1,0,Enterprise Storage,21,48703.32,2792.99,45910.33,28392.74,17517.59,38.16,18677.12,4480.24,1618.49,3616.89,DHL Global,Jun
2722,2025-06-08 16:20:20,2025-06-08,2025,Q2,06,North America,United States,USD,Customer Corp 157,Enterprise,Tier 2,1,Network Switches,8,14242.0,632.58,13609.42,8449.640000000001,5159.779999999999,37.91,5752.08,1281.97,397.56,1018.03,FedEx Express,Jun
2724,2025-06-08 16:51:04,2025-06-08,2025,Q2,06,LATAM,Brazil,BRL,Customer Corp 125,Mid-Market,Tier 2,1,Enterprise Storage,10,18577.97,760.37,17817.6,11164.82,6652.779999999999,37.34,8026.64,1482.5,684.49,971.19,FedEx Express,Jun
2720,2025-06-08 17:09:57,2025-06-08,2025,Q2,06,North America,United States,USD,Customer Corp 055,SMB,Tier 3,1,Edge Gateways,8,11156.49,559.77,10596.72,6266.47,4330.249999999999,40.86,4681.0,751.83,281.96,551.68,UPS Supply Chain,Jun
2730,2025-06-08 20:22:06,2025-06-08,2025,Q2,06,Europe,Germany,EUR,Customer Corp 013,SMB,Tier 1,1,Enterprise Storage,3,6460.14,226.04,6234.1,3794.8199999999997,2439.2800000000007,39.13,2707.1,482.16,134.28,471.28,DB Schenker,Jun
2737,2025-06-09 08:09:03,2025-06-09,2025,Q2,06,North America,United States,USD,Customer Corp 031,Enterprise,Tier 1,1,Network Switches,15,20196.91,410.87,19786.04,11472.529999999999,8313.510000000002,42.02,8057.71,1652.27,676.92,1085.63,FedEx Express,Jun
2746,2025-06-09 09:27:47,2025-06-09,2025,Q2,06,Europe,Germany,EUR,Customer Corp 019,SMB,Tier 1,1,Enterprise Storage,6,7693.3,367.1,7326.2,4477.4400000000005,2848.7599999999993,38.88,3358.9,503.16,173.32,442.06,Hapag-Lloyd,Jun
2731,2025-06-09 09:31:21,2025-06-09,2025,Q2,06,North America,Canada,CAD,Customer Corp 049,SMB,Tier 2,0,Network Switches,4,4966.36,326.55,4639.81,2679.15,1960.6600000000003,42.26,1879.7,365.3,177.48,256.67,FedEx Express,Jun
2739,2025-06-09 09:58:26,2025-06-09,2025,Q2,06,Europe,United Kingdom,GBP,Customer Corp 139,Enterprise,Tier 1,1,Enterprise Storage,7,16780.0,939.54,15840.46,9545.88,6294.58,39.74,6571.22,1401.61,597.79,975.26,Hapag-Lloyd,Jun
2742,2025-06-09 10:20:15,2025-06-09,2025,Q2,06,Europe,United Kingdom,GBP,Customer Corp 033,Mid-Market,Tier 2,1,Edge Gateways,14,15344.9,668.79,14676.11,9087.33,5588.780000000001,38.08,6604.51,884.98,586.77,1011.07,Maersk Freight,Jun
2734,2025-06-09 10:47:51,2025-06-09,2025,Q2,06,APAC,Australia,AUD,Customer Corp 082,Enterprise,Tier 1,1,Cloud Hardware,16,30392.88,788.22,29604.66,18092.050000000003,11512.609999999997,38.89,12504.79,2993.53,693.01,1900.72,FedEx Express,Jun
2732,2025-06-09 11:13:43,2025-06-09,2025,Q2,06,Europe,France,EUR,Customer Corp 103,SMB,Tier 3,1,Enterprise Storage,18,15673.12,884.63,14788.49,8664.76,6123.73,41.41,6302.37,1007.01,321.17,1034.21,Hapag-Lloyd,Jun
2733,2025-06-09 14:44:48,2025-06-09,2025,Q2,06,APAC,Japan,JPY,Customer Corp 051,Mid-Market,Tier 2,0,Enterprise Storage,13,26551.11,550.67,26000.44,16440.0,9560.439999999999,36.77,11208.1,2336.46,830.6,2064.84,FedEx Express,Jun
2744,2025-06-09 15:31:55,2025-06-09,2025,Q2,06,LATAM,Brazil,BRL,Customer Corp 051,Mid-Market,Tier 2,0,Enterprise Storage,22,44007.36,3255.94,40751.42,26360.87,14390.55,35.31,18032.49,4116.87,1061.48,3150.03,DHL Global,Jun
2748,2025-06-09 15:35:41,2025-06-09,2025,Q2,06,Europe,Netherlands,EUR,Customer Corp 048,Enterprise,Tier 3,1,Cloud Hardware,19,20667.08,1563.97,19103.11,11998.720000000001,7104.389999999999,37.19,8302.09,1591.52,629.68,1475.43,Maersk Freight,Jun
2738,2025-06-09 16:04:44,2025-06-09,2025,Q2,06,APAC,Australia,AUD,Customer Corp 159,Enterprise,Tier 2,0,Edge Gateways,24,31734.73,1811.93,29922.8,19017.43,10905.369999999999,36.45,12872.54,2954.2,832.45,2358.24,UPS Supply Chain,Jun
2747,2025-06-09 16:20:44,2025-06-09,2025,Q2,06,APAC,Australia,AUD,Customer Corp 171,Mid-Market,Tier 3,1,Network Switches,20,22047.98,1761.31,20286.67,12575.07,7711.5999999999985,38.01,8643.42,1765.31,711.43,1454.91,DHL Global,Jun
2740,2025-06-09 16:20:56,2025-06-09,2025,Q2,06,North America,United States,USD,Customer Corp 080,Enterprise,Tier 3,0,Cloud Hardware,12,13504.33,391.25,13113.08,7737.090000000001,5375.989999999999,41.0,5334.67,992.93,496.31,913.18,FedEx Express,Jun
2736,2025-06-09 17:12:37,2025-06-09,2025,Q2,06,North America,United States,USD,Customer Corp 029,Enterprise,Tier 3,1,Cloud Hardware,11,8927.91,223.6,8704.31,5733.389999999999,2970.92,34.13,3907.66,844.65,294.79,686.29,UPS Supply Chain,Jun
2735,2025-06-09 17:17:32,2025-06-09,2025,Q2,06,LATAM,Brazil,BRL,Customer Corp 078,SMB,Tier 2,1,Network Switches,7,6619.17,364.68,6254.49,3800.58,2453.91,39.23,2545.38,607.39,206.45,441.36,FedEx Express,Jun
2743,2025-06-09 17:58:46,2025-06-09,2025,Q2,06,North America,United States,USD,Customer Corp 194,SMB,Tier 1,1,Network Switches,9,15414.51,716.17,14698.34,8623.32,6075.02,41.33,5914.04,1369.63,407.1,932.55,UPS Supply Chain,Jun
2741,2025-06-09 19:00:46,2025-06-09,2025,Q2,06,Europe,Netherlands,EUR,Customer Corp 036,Mid-Market,Tier 2,1,Cloud Hardware,13,19298.39,1402.4,17895.99,11161.330000000002,6734.66,37.63,7982.51,1365.36,442.33,1371.13,Maersk Freight,Jun
2745,2025-06-09 20:23:54,2025-06-09,2025,Q2,06,Europe,France,EUR,Customer Corp 035,Enterprise,Tier 2,0,Cloud Hardware,16,30487.85,936.24,29551.61,17422.14,12129.470000000001,41.05,12338.59,2392.76,603.13,2087.66,Maersk Freight,Jun
2764,2025-06-10 09:02:26,2025-06-10,2025,Q2,06,Europe,Netherlands,EUR,Customer Corp 003,Enterprise,Tier 1,1,Network Switches,2,2552.35,149.7,2402.65,1444.4099999999999,958.2400000000002,39.88,1056.82,166.17,82.85,138.57,Hapag-Lloyd,Jun
2762,2025-06-10 10:33:16,2025-06-10,2025,Q2,06,Europe,France,EUR,Customer Corp 096,Enterprise,Tier 1,1,Cloud Hardware,3,3057.84,153.04,2904.8,1694.58,1210.2200000000003,41.66,1215.0,213.31,59.47,206.8,DHL Global,Jun
2759,2025-06-10 11:04:05,2025-06-10,2025,Q2,06,North America,Canada,CAD,Customer Corp 190,Mid-Market,Tier 1,1,Network Switches,5,4600.15,136.5,4463.65,2895.0800000000004,1568.5699999999993,35.14,1986.11,431.79,127.05,350.13,UPS Supply Chain,Jun
2749,2025-06-10 11:05:33,2025-06-10,2025,Q2,06,Europe,Germany,EUR,Customer Corp 133,Enterprise,Tier 1,1,Enterprise Storage,25,59041.1,2152.16,56888.94,35116.65,21772.29,38.27,24976.68,4733.06,2166.09,3240.82,DB Schenker,Jun
2750,2025-06-10 11:20:15,2025-06-10,2025,Q2,06,LATAM,Brazil,BRL,Customer Corp 158,Enterprise,Tier 1,1,Edge Gateways,20,23999.0,1661.62,22337.38,14033.880000000001,8303.5,37.17,9907.25,1841.19,711.75,1573.69,DHL Global,Jun
2757,2025-06-10 11:56:52,2025-06-10,2025,Q2,06,Europe,United Kingdom,GBP,Customer Corp 037,Mid-Market,Tier 3,1,Network Switches,10,10283.24,740.09,9543.15,5919.320000000001,3623.829999999999,37.97,4096.03,856.89,345.43,620.97,DHL Global,Jun
2758,2025-06-10 12:43:28,2025-06-10,2025,Q2,06,Europe,United Kingdom,GBP,Customer Corp 174,SMB,Tier 1,1,Network Switches,22,48475.06,1295.36,47179.7,28427.36,18752.339999999997,39.75,20332.43,3330.85,1780.41,2983.67,Maersk Freight,Jun
2765,2025-06-10 13:21:47,2025-06-10,2025,Q2,06,Europe,France,EUR,Customer Corp 093,SMB,Tier 2,1,Cloud Hardware,2,2600.38,113.65,2486.73,1397.67,1089.06,43.79,1004.49,166.69,55.23,171.26,DHL Global,Jun
2766,2025-06-10 13:27:48,2025-06-10,2025,Q2,06,LATAM,Brazil,BRL,Customer Corp 117,SMB,Tier 1,1,Edge Gateways,6,5282.72,255.37,5027.35,3184.97,1842.3800000000006,36.65,2305.27,437.18,169.02,273.5,DHL Global,Jun
2761,2025-06-10 14:19:35,2025-06-10,2025,Q2,06,LATAM,Brazil,BRL,Customer Corp 086,SMB,Tier 2,1,Edge Gateways,23,50873.5,1099.13,49774.37,31472.87,18301.500000000004,36.77,22340.84,4345.48,1502.62,3283.93,FedEx Express,Jun
2760,2025-06-10 14:46:49,2025-06-10,2025,Q2,06,LATAM,Brazil,BRL,Customer Corp 079,Mid-Market,Tier 3,1,Network Switches,9,22355.14,588.15,21766.99,12552.82,9214.170000000002,42.33,8727.89,1776.52,610.67,1437.74,FedEx Express,Jun
2756,2025-06-10 15:15:31,2025-06-10,2025,Q2,06,Europe,Netherlands,EUR,Customer Corp 028,Mid-Market,Tier 1,1,Enterprise Storage,9,13349.11,551.7,12797.41,7791.91,5005.5,39.11,5583.82,864.52,341.74,1001.83,DHL Global,Jun
2755,2025-06-10 15:19:21,2025-06-10,2025,Q2,06,Europe,France,EUR,Customer Corp 076,Enterprise,Tier 2,1,Enterprise Storage,8,15368.48,634.15,14734.33,9468.24,5266.09,35.74,6707.7,1147.8,564.83,1047.91,DHL Global,Jun
2751,2025-06-10 16:35:58,2025-06-10,2025,Q2,06,APAC,Singapore,SGD,Customer Corp 080,Enterprise,Tier 3,0,Cloud Hardware,13,10551.09,508.11,10042.98,6337.53,3705.45,36.9,4532.2,805.29,300.41,699.63,UPS Supply Chain,Jun
2754,2025-06-10 17:04:22,2025-06-10,2025,Q2,06,Europe,United Kingdom,GBP,Customer Corp 192,Mid-Market,Tier 3,1,Network Switches,13,23277.65,935.73,22341.92,13253.350000000002,9088.569999999996,40.68,9199.7,1838.18,531.26,1684.21,DHL Global,Jun
2763,2025-06-10 17:36:30,2025-06-10,2025,Q2,06,Europe,France,EUR,Customer Corp 109,Mid-Market,Tier 2,1,Enterprise Storage,22,38175.71,1984.28,36191.43,21699.760000000002,14491.669999999998,40.04,15869.64,2477.18,856.81,2496.13,DHL Global,Jun
2753,2025-06-10 19:22:17,2025-06-10,2025,Q2,06,Europe,France,EUR,Customer Corp 197,Mid-Market,Tier 1,0,Network Switches,19,45379.95,3118.15,42261.8,26382.369999999995,15879.430000000008,37.57,19217.17,3236.13,1361.58,2567.49,Hapag-Lloyd,Jun
2752,2025-06-10 19:26:08,2025-06-10,2025,Q2,06,North America,United States,USD,Customer Corp 199,Enterprise,Tier 1,1,Edge Gateways,23,40994.67,2325.11,38669.56,24082.559999999998,14587.0,37.72,17586.01,3292.21,1041.37,2162.97,UPS Supply Chain,Jun
2777,2025-06-11 08:44:19,2025-06-11,2025,Q2,06,North America,United States,USD,Customer Corp 045,SMB,Tier 1,1,Enterprise Storage,5,9848.7,413.88,9434.82,5764.54,3670.2799999999997,38.9,4052.32,687.26,357.11,667.85,UPS Supply Chain,Jun
2776,2025-06-11 09:07:50,2025-06-11,2025,Q2,06,Europe,Germany,EUR,Customer Corp 028,Mid-Market,Tier 1,1,Cloud Hardware,16,34005.83,2065.79,31940.04,18176.48,13763.560000000001,43.09,12793.55,2390.22,1130.06,1862.65,Hapag-Lloyd,Jun
2773,2025-06-11 09:49:22,2025-06-11,2025,Q2,06,Europe,Germany,EUR,Customer Corp 065,SMB,Tier 3,1,Enterprise Storage,9,15103.4,1070.02,14033.38,8875.91,5157.469999999999,36.75,6368.13,1247.65,554.91,705.22,DB Schenker,Jun
2781,2025-06-11 09:51:29,2025-06-11,2025,Q2,06,APAC,Singapore,SGD,Customer Corp 158,Enterprise,Tier 1,1,Edge Gateways,21,45762.89,2780.51,42982.38,27121.969999999998,15860.41,36.9,19139.44,4100.64,908.69,2973.2,FedEx Express,Jun
2779,2025-06-11 10:20:29,2025-06-11,2025,Q2,06,LATAM,Brazil,BRL,Customer Corp 067,Mid-Market,Tier 2,1,Enterprise Storage,17,15974.55,1091.26,14883.29,9526.7,5356.59,35.99,6828.15,1293.77,436.44,968.34,FedEx Express,Jun
2774,2025-06-11 12:18:59,2025-06-11,2025,Q2,06,APAC,Singapore,SGD,Customer Corp 051,Mid-Market,Tier 2,0,Edge Gateways,7,6256.52,461.23,5795.29,3625.54,2169.75,37.44,2442.96,580.76,199.24,402.58,FedEx Express,Jun
2770,2025-06-11 12:46:43,2025-06-11,2025,Q2,06,APAC,Singapore,SGD,Customer Corp 022,Mid-Market,Tier 1,1,Network Switches,10,9928.98,529.52,9399.46,5993.719999999999,3405.74,36.23,4146.44,865.52,371.18,610.58,DHL Global,Jun
2784,2025-06-11 13:56:24,2025-06-11,2025,Q2,06,North America,Canada,CAD,Customer Corp 119,SMB,Tier 1,1,Cloud Hardware,17,15243.53,529.62,14713.91,8945.94,5767.969999999999,39.2,6099.24,1402.03,373.97,1070.7,DHL Global,Jun
2769,2025-06-11 14:59:32,2025-06-11,2025,Q2,06,Europe,United Kingdom,GBP,Customer Corp 117,SMB,Tier 1,1,Cloud Hardware,10,16613.54,556.38,16057.16,9268.79,6788.369999999999,42.28,6687.72,1319.54,402.36,859.17,Hapag-Lloyd,Jun
2778,2025-06-11 15:03:44,2025-06-11,2025,Q2,06,APAC,Japan,JPY,Customer Corp 142,Mid-Market,Tier 3,1,Enterprise Storage,17,15964.56,720.1,15244.46,9592.08,5652.379999999999,37.08,6967.67,1357.04,437.03,830.34,UPS Supply Chain,Jun
2767,2025-06-11 15:31:27,2025-06-11,2025,Q2,06,Europe,France,EUR,Customer Corp 034,Enterprise,Tier 3,1,Enterprise Storage,14,30118.88,741.08,29377.8,18319.300000000003,11058.499999999996,37.64,12672.53,2393.1,1111.2,2142.47,DB Schenker,Jun
2771,2025-06-11 16:40:20,2025-06-11,2025,Q2,06,Europe,Netherlands,EUR,Customer Corp 011,SMB,Tier 3,1,Cloud Hardware,13,29767.84,2032.89,27734.95,17205.51,10529.440000000002,37.96,11942.67,2302.47,1057.91,1902.46,DHL Global,Jun
2768,2025-06-11 17:14:39,2025-06-11,2025,Q2,06,APAC,Singapore,SGD,Customer Corp 122,SMB,Tier 3,1,Edge Gateways,4,4680.62,228.52,4452.1,2671.37,1780.7300000000005,40.0,1956.15,367.39,108.02,239.81,DHL Global,Jun
2782,2025-06-11 18:12:03,2025-06-11,2025,Q2,06,LATAM,Brazil,BRL,Customer Corp 114,SMB,Tier 2,1,Network Switches,10,14867.04,809.01,14058.03,8265.38,5792.6500000000015,41.21,5862.45,1169.04,521.57,712.32,FedEx Express,Jun
2772,2025-06-11 18:36:20,2025-06-11,2025,Q2,06,APAC,Japan,JPY,Customer Corp 062,Enterprise,Tier 2,1,Network Switches,3,4244.66,155.93,4088.73,2421.47,1667.2600000000002,40.78,1710.48,382.06,101.04,227.89,FedEx Express,Jun
2785,2025-06-11 18:42:09,2025-06-11,2025,Q2,06,APAC,Singapore,SGD,Customer Corp 175,SMB,Tier 3,1,Edge Gateways,2,4906.52,331.86,4574.66,2823.4,1751.2599999999998,38.28,2044.52,378.52,126.26,274.1,UPS Supply Chain,Jun
2775,2025-06-11 19:08:51,2025-06-11,2025,Q2,06,Europe,Germany,EUR,Customer Corp 195,Enterprise,Tier 1,1,Enterprise Storage,18,36071.12,2187.78,33883.34,20591.43,13291.909999999996,39.23,14480.45,2687.98,1018.76,2404.24,Maersk Freight,Jun
